Prodejní cena,Cena v HM,Alternativní cena,PriceWithoutFee,VAT,JC hist. recykl. p?ísp.,CopyrightFee,Currency,Množství skladem,Název 1,Registra?ní ?íslo,PartNumber,?árový kód,MANUFACTURER,IMAGE,URL,DESCRIPTION,Hmotnost,Ší?ka,Výška,Hloubka,WARRANTY,CATEGORYTEXT
56,99,81.82,81.82,21,0,0,CZK,6,Blocki stavebnice My Fire Brigade Fire engine 84 dílk?,KB0819,KB0819,6922018008196,,,,,0.,14.5,9.,4.4,,
168,269,222.31,222.31,21,0,0,CZK,7,Blocki stavebnice My Fire Brigade Helipad 129 dílk?,KB0812,KB0812,6922018228129,,,,,0.,26.,20.,5.5,,
121,199,164.46,164.46,21,0,0,CZK,10,Blocki stavebnice My Fire Brigade Water patrol 120 dílk?,KB0813,KB0813,6922018238135,,,,,0.,19.6,15.6,4.,,
168,269,222.31,222.31,21,0,0,CZK,1,Blocki stavebnice My Fire Brigade Fire truck aerial platform 158 dílk?,KB0814,KB0814,6922018248141,,,,,0.,26.,20.,5.5,,
261,429,354.55,354.55,21,0,0,CZK,6,Blocki stavebnice My Fire Brigade Water truck 213 dílk?,KB0815,KB0815,6922018258157,,,,,0.,37.5,25.5,6.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice My Fire Brigade Sachet KB0840 62 dílk?,KB0840,KB0840,6922018008400,,,,,0.04,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice My Fire Brigade Sachet KB0841 54 dílk?,KB0841,KB0841,6922018008417,,,,,0.04,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice My Fire Brigade Sachet KB0842 47 dílk?,KB0842,KB0842,6922018008424,,,,,0.03,14.5,19.,0.,,
56,99,81.82,81.82,21,0,0,CZK,0,Blocki stavebnice  2 in 1 KB0851 87 dílk?,KB0851,KB0851,6922018288512,,,,,0.,14.5,9.,4.4,,
57,99,81.82,81.82,21,0,0,CZK,7,Blocki stavebnice 2 in 1 82 dílk?,KB0852,KB0852,6922018298528,,,,,0.1,14.5,9.,4.4,,
56,99,81.82,81.82,21,0,0,CZK,6,Blocki stavebnice  2 in 1 59 Elements 59 dílk?,KB0853,KB0853,6922018308531,,,,,0.09,14.5,9.,4.4,,
56,99,81.82,81.82,21,0,0,CZK,1,Blocki stavebnice  2 in 1 75 Elements 75 dílk?,KB0854,KB0854,6922018008547,,,,,0.09,14.5,9.,4.4,,
279,459,379.34,379.34,21,0,0,CZK,0,Blocki stavebnice My Army Armored truck 271 dílk?,KB0911,KB0911,6922018329116,,,,,0.75,41.,30.,6.,,
168,269,222.31,222.31,21,0,0,CZK,0,Blocki stavebnice My Army Combat truck 169 dílk?,KB0913,KB0913,6922018349138,,,,,0.,26.,20.,5.5,,
373,609,503.31,503.31,21,0,0,CZK,0,Blocki stavebnice My Army Combat helicopter 369 dílk?,KB0917,KB0917,6922018389172,,,,,0.83,41.,30.,7.,,
121,199,164.46,164.46,21,0,0,CZK,1,Blocki stavebnice My Army Missile vehicle 104 dílk?,KB0918,KB0918,6922018009186,,,,,0.,19.6,15.6,4.,,
56,89,73.55,73.55,21,0,0,CZK,7,Blocki stavebnice My Army Armored cannon truck  0 dílk?,KB0919,KB0919,6922018009193,,,,,0.,14.5,9.,4.4,,
326,529,437.19,437.19,21,0,0,CZK,7,Blocki stavebnice My Army Military base 251 dílk?,KB0912,KB0912,6922018339122,,,,,0.,41.,30.,6.,,
214,349,288.43,288.43,21,0,0,CZK,6,Blocki stavebnice My Army Jungle mission 210 dílk?,KB0914,KB0914,6922018359144,,,,,0.,26.,20.5,5.5,,
279,459,379.34,379.34,21,0,0,CZK,6,Blocki stavebnice  Tank 253 dílk?,KB0915,KB0915,6922018369150,,,,,0.75,41.,30.,6.,,
279,459,379.34,379.34,21,0,0,CZK,7,Blocki stavebnice My Army Missile launcher 222 dílk?,KB0916,KB0916,6922018379166,,,,,0.,41.,30.,6.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice  MyArmy Sachet KB0940 50 dílk?,KB0940,KB0940,6922018009407,,,,,0.,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice  MyArmy Sachet KB0941 49 dílk?,KB0941,KB0941,6922018009414,,,,,0.,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice  MyArmy Sachet KB0942 49 dílk?,KB0942,KB0942,6922018009421,,,,,0.,14.5,19.,0.,,
233,379,313.22,313.22,21,0,0,CZK,9,Blocki stavebnice My City Dump truck 221 dílk?,KB0225,KB0225,6922018032269,,,,,0.61,37.5,25.5,6.,,
168,269,222.31,222.31,21,0,0,CZK,0,Blocki stavebnice My City Excavator 126 dílk?,KB0227,KB0227,6922018022253,,,,,0.,26.,20.,5.5,,
121,199,164.46,164.46,21,0,0,CZK,1,Blocki stavebnice My City Mini bulldozer 88 dílk?,KB0230,KB0230,6922018002309,,,,,0.,19.6,15.6,4.,,
56,89,73.55,73.55,21,0,0,CZK,0,Blocki stavebnice My City Mini dump truck  66 dílk?,KB0231,KB0231,6922018002316,,,,,0.,14.5,9.,4.4,,
121,199,164.46,164.46,21,0,0,CZK,6,Blocki stavebnice My City Road roller 115 dílk?,KB0224,KB0224,6922018012247,,,,,0.22,19.6,15.6,4.,,
214,349,288.43,288.43,21,0,0,CZK,7,Blocki stavebnice My City Cement truck  217 dílk?,KB0226,KB0226,6922018042275,,,,,0.46,26.,20.,5.5,,
279,459,379.34,379.34,21,0,0,CZK,12,Blocki stavebnice My City Crane 233 dílk?,KB0228,KB0228,6922018052281,,,,,0.67,37.5,25.5,6.,,
279,459,379.34,379.34,21,0,0,CZK,12,Blocki stavebnice My City Bulldozer 250 dílk?,KB0229,KB0229,6922018062297,,,,,0.61,37.5,25.5,6.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice MyCity Sachet KB0240 37 dílk?,KB0240,KB0240,6922018002408,,,,,0.03,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,0,Blocki stavebnice MyCity Sachet KB0241 49 dílk?,KB0241,KB0241,6922018002415,,,,,0.04,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice MyCity Sachet KB0242 43 dílk?,KB0242,KB0242,6922018002422,,,,,0.03,14.5,19.,0.,,
435,609,503.31,503.31,21,0,0,CZK,4,Blocki stavebnice  MUBI HAPPY FARM 71 dílk?,MU3001,MU3001,6922018403014,,,,,1.125,39.,31.5,7.,,
303,459,379.34,379.34,21,0,0,CZK,6,Blocki stavebnice  MUBI TRAIN TRACKS 30 dílk?,MU3002,MU3002,6922018403021,,,,,0.75,33.,24.,8.5,,
745,1199,990.91,990.91,21,0,0,CZK,4,Blocki stavebnice  MUBI TOWN 109 dílk?,MU3003,MU3003,6921349670805,,,,,2.083,60.,37.,9.,,
582,749,619.01,619.01,21,0,0,CZK,6,Blocki stavebnice  TOM'S FUN TRAIN 36 dílk?,MU3004,MU3004,6923468120803,,,,,1.166,50.,25.,8.,,
807,1199,990.91,990.91,21,0,0,CZK,7,Blocki stavebnice  PRINCESS LILY'S MAGIC CASTLE 53 dílk?,MU4001,MU4001,6922018404011,,,,,2.25,58.,41.,10.,,
303,459,379.34,379.34,21,0,0,CZK,4,Blocki stavebnice  MU5001 19 dílk?,MU5001,MU5001,6922018405018,,,,,0.,32.,26.,11.,,
279,459,379.34,379.34,21,0,0,CZK,4,Blocki stavebnice  MU5002 15 dílk?,MU5002,MU5002,6922018405025,,,,,0.,32.,26.,11.,,
279,459,379.34,379.34,21,0,0,CZK,3,Blocki stavebnice  MU5003 19 dílk?,MU5003,MU5003,6922018405032,,,,,0.,32.,26.,11.,,
317,459,379.34,379.34,21,0,0,CZK,4,Blocki stavebnice  MU5004 11 dílk?,MU5004,MU5004,6922018405049,,,,,0.,32.,26.,11.,,
419,459,379.34,379.34,21,0,0,CZK,3,Blocki stavebnice  Mubi Fairyland 55 dílk?,MU9923B,MU9923B,8601608160015,,,,,1.3,49.5,38.5,10.,,
384,719,594.21,594.21,21,0,0,CZK,0,"Jamara Batteries Invader, Observer 7.4V 800mAh",030439,030439,4042774265274,,,,,0.,0.,0.,0.,,
507,989,817.36,825.76,21,8.4,0,CZK,0,Jamara Fendt Former,412589,412589,4042774445133,,,,,1.06,388.,176.,211.,,
227,429,354.55,357.91,21,3.36,0,CZK,0,Jamara Gripper J-Matic Multi/ Liebherr Bagger,412196,412196,4042774430207,,,,,0.,0.,0.,0.,,
345,669,552.89,561.29,21,8.4,0,CZK,0,Jamara Land Rover Defender 1:24 green,405154,405154,4042774444358,,,,,0.63,317.,145.,93.,,
3911,6289,5197.52,5205.92,21,8.4,0,CZK,0,Jamara Ride-on Vespa blue 12V 500 mA,460347,460347,4042774445676,,,,,9.972,45.5,76.,101.,,
3911,6289,5197.52,5205.92,21,8.4,0,CZK,1,Jamara Ride-on Vespa red 12V 500 mA,460348,460348,4042774445683,,,,,9.82,"1,020.",505.,755.,,
708,1379,1139.67,1148.07,21,8.4,0,CZK,0,Jamara Ford Shelby GT500 1:14 blue 27Mhz,404540,404540,4042774396589,,,,,0.6764,14.5,10.5,34.5,,
912,1699,1404.13,1412.53,21,8.4,0,CZK,0,Jamara BMW I8 1:14 Battery Pack black 40MHz manual door,405027,405027,4042774422318,,,,,0.62,340.,220.,120.,,
1417,2759,2280.17,2288.57,21,8.4,0,CZK,7,"Jamara Digger Liebherr R936 1:20 2,4G",405060,405060,4042774426460,,,,,1.08,366.,162.,198.,,
363,689,569.42,577.82,21,8.4,0,CZK,54,"Jamara Shifter Stuntcar 2,4G 4WD",410066,410066,4042774442446,,,,,0.379,15.,7.2,16.,,
761,1439,1189.26,1197.66,21,8.4,0,CZK,2,Jamara Bugatti Chiron 1:14 blue 40MHz,405135,405135,4042774439712,,,,,0.7032,16.2,9.,32.7,,
173,349,288.43,296.83,21,8.4,0,CZK,2,"Jamara GrenadeX Stuntcar 1:24, Tuqoise 27MHz",410155,410155,4042774456603,,,,,1.2,11.5,10.5,17.,,
173,349,288.43,296.83,21,8.4,0,CZK,10,"Jamara GrenadeX Stuntcar 1:24, Red 27MHz",410156,410156,4042774456610,,,,,1.2,11.5,10.5,17.,,
1171,2259,1866.94,1870.30,21,3.36,0,CZK,0,"Jamara Panzer Tiger Battle Set 1:28 2,4GHz ",403635,403635,4042774455903,,,,,0.15,13.3,32.5,41.5,,
651,1249,1032.23,1040.63,21,8.4,0,CZK,1,"Jamara Dump Truck Mercedes-Benz Arocs 1:26 2,4GHz",405108,405108,4042774432966,,,,,0.98,14.,20.5,40.5,,
1276,2499,2065.29,2073.69,21,8.4,0,CZK,0,"Jamara Digger Volvo EC160 1:16 2,4GHz  ",405055,405055,4042774456481,,,,,1.9,19.3,34.3,60.,,
510,989,817.36,825.76,21,8.4,0,CZK,2,Jamara Drum truck with hose distributor Fendt,405235,405235,4042774455798,,,,,1.06,18.5,18.7,40.5,,
520,1009,833.88,842.28,21,8.4,0,CZK,2,Jamara KickLight Scooter green,460495,460495,4042774453411,,,,,2.393,15.,27.5,60.,,
520,1009,833.88,842.28,21,8.4,0,CZK,4,Jamara KickLight Scooter orange,460496,460496,4042774453428,,,,,2.393,15.,27.5,60.,,
520,1009,833.88,842.28,21,8.4,0,CZK,2,Jamara KickLight Scooter pink,460497,460497,4042774453435,,,,,2.393,15.,27.5,60.,,
1357,2579,2131.40,2139.80,21,8.4,0,CZK,0,"Jamara Climater Speedboot Li-Ion 7,4V 2,4GHz",410142,410142,4042774455767,,,,,0.47,18.,18.5,47.,,
376,749,619.01,627.41,21,8.4,0,CZK,4,Jamara Ferrari FXX K Evo 27 MHz,405185,405185,4042774452162,,,,,0.45865,12.,10.,38.5,,
366,719,594.21,602.61,21,8.4,0,CZK,0,Jamara BMW Z4 Roadster 1:24 black 27MHz,405188,405188,4042774452193,,,,,0.468,12.,10.,38.5,,
366,719,594.21,602.61,21,8.4,0,CZK,7,Jamara Bugatti Chiron 1:24 blue 40MHz,405137,405137,4042774439736,,,,,0.496,12.,10.,38.5,,
366,719,594.21,602.61,21,8.4,0,CZK,18,Jamara Lamborghini Aventador SVJ 1:24 orange 27MHz,405186,405186,4042774452179,,,,,0.496,12.,10.,38.5,,
337,669,552.89,561.29,21,8.4,0,CZK,3,Jamara Porsche GT3 RS 1:24 black 40MHz,404095,404095,4042774354862,,,,,0.496,12.,10.,38.5,,
766,1459,1205.79,1214.19,21,8.4,0,CZK,0,"Jamara BMW Z4 Roadster 1:14 door manual red 2,4G A",405175,405175,4042774452063,,,,,0.496,12.,10.,38.5,,
844,1589,1313.22,1321.62,21,8.4,0,CZK,0,Jamara Ferrari LaFerrari Aperta 1:14 red drift mode,405150,405150,4042774442774,,,,,1.31,25.5,17.5,43.,,
761,1439,1189.26,1197.66,21,8.4,0,CZK,1,"Jamara Lamborghini Aventador SVJ 1:14 yellow 2,4G B",405171,405171,4042774452025,,,,,1.284,25.5,17.5,43.5,,
823,1589,1313.22,1321.62,21,8.4,0,CZK,3,"Jamara Mercedes-AMG G63 1:14 black 2,4G A",405176,405176,4042774452070,,,,,1.455,25.5,19.5,43.,,
831,1619,1338.02,1346.42,21,8.4,0,CZK,0,"Jamara BMW i8 Roadster 2,4 GHz A 1:12",405183,405183,4042774452148,,,,,1.455,25.5,19.5,43.,,
6773,10739,8875.21,8883.61,21,8.4,0,CZK,0,Jamara Ride-on BMW M6 GT3 white,460473,460473,4042774452445,,,,,17.1,69.,47.5,132.,,
6773,10739,8875.21,8883.61,21,8.4,0,CZK,0,Jamara Ride-on BMW M6 GT3 black,460474,460474,4042774452452,,,,,17.1,69.,47.5,132.,,
3485,5859,4842.15,4850.55,21,8.4,0,CZK,1,Jamara  Ride-on Aprilia Dorsodoru 900 12V,460330,460330,4042774456900,,,,,9.5,48.,71.,108.,,
3911,6289,5197.52,5205.92,21,8.4,0,CZK,1,Jamara Ride-on Vespa GTS 125 beige 12V,460599,460599,4042774455644,,,,,9.982,45.5,76.,101.,,
1775,3369,2784.30,2792.70,21,8.4,0,CZK,0,"Jamara Digger Liebherr R936 1:20 2,4G Destruction-Set with Grabber and Hammer",405112,405112,4042774434366,,,,,1.5392,17.2,23.,50.5,,
1205,2309,1908.26,1916.66,21,8.4,0,CZK,1,"Jamara Lindner Geotrac w front loader 1:16 2,4GHz",405050,405050,4042774434274,,,,,1.0642,18.,21.,42.5,,
403,799,660.33,668.73,21,8.4,0,CZK,0,"Jamara Trans Mover Stuntcar 2in1 4WD 2,4GHz yellow",410140,410140,4042774455170,,,,,0.5088,15.3,7.,14.2,,
403,799,660.33,668.73,21,8.4,0,CZK,0,"Jamara Trans Mover Stuntcar 2in1 4WD 2,4GHz green",410141,410141,4042774455286,,,,,0.5088,15.3,7.,14.2,,
290,559,461.98,470.38,21,8.4,0,CZK,11,"Jamara Slighter CR2 RC Crawler Diecast 2,4GHz yellow",405216,405216,4042774456016,,,,,0.5088,15.3,7.,14.2,,
397,769,635.54,638.90,21,3.36,0,CZK,2,"Jamara Jeep Wrangler Rubicon 1:18 yellow 2,4G",405124,405124,4042774438722,,,,,0.2596,8.5,8.3,17.,,
860,1649,1362.81,1366.17,21,3.36,0,CZK,0,"Jamara Floater Altitude 2,4 GHz",410145,410145,4042774456924,,,,,0.22,6.,15.,28.,,
228,459,379.34,379.34,21,0,0,CZK,2,Jamara MC Fizz Water sprinkler turtle,460620,460620,4042774455811,,,,,0.2596,25.5,12.,20.2,,
238,479,395.87,399.23,21,3.36,0,CZK,0,Jamara Bath Toy Collector Hungry Fish blue,460613,460613,4042774456313,,,,,0.2962,18.,20.,23.,,
238,479,395.87,399.23,21,3.36,0,CZK,0,Jamara Bath Toy Collector Hungry Fish orange,460614,460614,4042774456320,,,,,0.2962,18.,20.,23.,,
78,149,123.14,126.50,21,3.36,0,CZK,0,Jamara rotor blade u/l gv2 VE4,038156,038156,4042774390716,,,,,0.01,0.,0.,0.,,
68,139,114.88,118.24,21,3.36,0,CZK,0,Jamara landing gear gv2 1pc,038163,038163,4042774390785,,,,,0.01,0.,0.,0.,,
1409,2439,2015.70,2024.10,21,8.4,0,CZK,0,Jamara Rutscher Mercedes-Benz SLK 55 AMG yellow,460207,460207,4042774424206,,,,,0.63,317.,145.,93.,,
962,1889,1561.16,1569.56,21,8.4,0,CZK,1,Jamara Rutscher Fiat 500 red,460326,460326,4042774443115,,,,,0.63,317.,145.,93.,,
962,1889,1561.16,1569.56,21,8.4,0,CZK,1,Jamara Rutscher Fiat 500 blue,460327,460327,4042774443122,,,,,0.63,317.,145.,93.,,
389,749,619.01,627.41,21,8.4,0,CZK,2,Jamara Skip for Fendt 1050,412412,412412,4042774438692,,,,,1.06,388.,176.,211.,,
1283,2469,2040.50,2048.90,21,8.4,0,CZK,3,"Jamara Fire Engine 1:20Mercedes Antos 2,4GHz",404960,404960,4042774416799,,,,,1.4004,16.,23.,42.5,,
920,1779,1470.25,1478.65,21,8.4,0,CZK,6,"Jamara Digger J-Matic 2,4Ghz",404920,404920,4042774416706,,,,,1.06,388.,176.,211.,,
379,749,619.01,627.41,21,8.4,0,CZK,0,Jamara RC Plush Dog white-brown 27MHz,460340,460340,4042774445157,,,,,0.3358,9.5,23.,20.,,
379,749,619.01,627.41,21,8.4,0,CZK,7,Jamara RC Plush Dog white/pink 27MHz,460341,460341,4042774445164,,,,,1.08,366.,162.,198.,,
1367,2659,2197.52,2205.92,21,8.4,0,CZK,1,Jamara Push Car Mercedes-Benz AMG C63 3in1 white,460448,460448,4042774449971,,,,,0.63,317.,145.,93.,,
1487,2809,2321.49,2329.89,21,8.4,0,CZK,0,Jamara Push Car Mercedes-Benz GLE 63 3in1 red,460451,460451,4042774450083,,,,,0.63,317.,145.,93.,,
73,139,114.88,114.88,21,0,0,CZK,0,Jamara Charging Cable USB Rupter/Cubic,412050,412050,4042774424107,,,,,0.,0.,0.,0.,,
4534,7129,5891.74,5900.14,21,8.4,0,CZK,0,Jamara Ride-on Mercedes-Benz SL 400 red 12V,460437,460437,4042774449360,,,,,10.3,"1,122.",635.,430.,,
4534,7129,5891.74,5900.14,21,8.4,0,CZK,0,Jamara Ride-on Mercedes-Benz SL 400 black 12V,460439,460439,4042774449384,,,,,10.3,"1,122.",635.,430.,,
4775,7609,6288.43,6296.83,21,8.4,0,CZK,0,Jamara Ride-on Quad Protector green 12V,460450,460450,4042774450052,,,,,10.3,"1,122.",635.,430.,,
5153,8139,6726.45,6734.85,21,8.4,0,CZK,0,Jamara Ride-on Fiat 500 red 12V,460442,460442,4042774449902,,,,,10.3,"1,122.",635.,430.,,
3911,6289,5197.52,5205.92,21,8.4,0,CZK,1,Jamara Ride-on Vespa white 12V,460346,460346,4042774445669,,,,,9.82,"1,020.",505.,755.,,
389,769,635.54,643.94,21,8.4,0,CZK,0,"Jamara RC Water Animals 2,4GHz Flamingo",410109,410109,4042774450007,,,,,0.522,17.,22.,28.,,
389,769,635.54,643.94,21,8.4,0,CZK,0,"Jamara RC Water Animals 2,4GHz Duck",410110,410110,4042774450014,,,,,0.858,330.,125.,100.,,
389,769,635.54,643.94,21,8.4,0,CZK,0,"Jamara RC Water Animals 2,4GHz Dolphin",410111,410111,4042774450021,,,,,0.5,17.,22.,28.,,
366,719,594.21,602.61,21,8.4,0,CZK,0,Jamara McLaren P1 1:24 orange,405104,405104,4042774431921,,,,,0.2282,9.,5.2,19.2,,
366,719,594.21,602.61,21,8.4,0,CZK,0,Jamara Ford GT 1:24 black matt,405157,405157,4042774444389,,,,,0.2272,9.5,4.8,20.,,
366,719,594.21,602.61,21,8.4,0,CZK,3,Jamara Ford GT 1:24 red,405156,405156,4042774444372,,,,,0.2272,9.5,4.8,20.,,
337,669,552.89,561.29,21,8.4,0,CZK,18,Jamara Audi Q7 1:24 black-metallic,400080,400080,4042774318451,,,,,0.2558,9.5,7.,21.3,,
504,989,817.36,825.76,21,8.4,0,CZK,0,"Jamara Mover Stunt Car 4WD 2,4G Li-Ion Light",410112,410112,4042774450069,,,,,0.5292,18.,85.,18.,,
416,799,660.33,668.73,21,8.4,0,CZK,0,Jamara Traffic-Set-Grand A,460257,460257,4042774439590,,,,,0.5,215.,215.,720.,,
870,1279,1057.02,1065.42,21,8.4,0,CZK,0,Jamara Impulse Laser Gun Pistol Set yellow-red,410085,410085,4042774443993,,,,,0.415,295.,50.,170.,,
1234,2259,1866.94,1875.34,21,8.4,0,CZK,0,Jamara Impulse Laser Gun Rifle Set yellow-red,410083,410083,4042774443979,,,,,0.38,295.,50.,170.,,
669,1279,1057.02,1065.42,21,8.4,0,CZK,0,"Jamara Bruni Dinosaur 2,4G",410035,410035,4042774433857,,,,,0.858,330.,125.,100.,,
787,1539,1271.90,1280.30,21,8.4,0,CZK,0,Jamara Porsche 911 GT3 Cup 1:14 white,405153,405153,4042774444341,,,,,0.858,330.,125.,100.,,
795,1539,1271.90,1280.30,21,8.4,0,CZK,2,Jamara Ford GT 1:14 blue door manual,405158,405158,4042774444396,,,,,0.63,317.,145.,93.,,
787,1539,1271.90,1280.30,21,8.4,0,CZK,1,Jamara Ferrari F1 1:12,403090,403090,4042774389154,,,,,0.5422,15.5,8.5,42.,,
708,1379,1139.67,1148.07,21,8.4,0,CZK,0,Jamara Ford Shelby GT500 1:14 red 40MHz,404541,404541,4042774401610,,,,,0.6764,14.5,10.5,34.5,,
337,669,552.89,561.29,21,8.4,0,CZK,5,Jamara VW Beetle 1:24 Pink,405160,405160,4042774444419,,,,,0.2246,8.7,6.3,18.,,
609,1169,966.12,974.52,21,8.4,0,CZK,0,Jamara VW Beatle 1:18 RC Die Cast cream white 40MHz,405111,405111,4042774433659,,,,,0.63,317.,145.,93.,,
3871,5539,4577.69,4586.09,21,8.4,0,CZK,0,"Jamara Tiger Monstertruck 1:10 4WD NiMh 2,4G LED",503853,503853,4042774432119,,,,,0.63,317.,145.,93.,,
1409,2659,2197.52,2205.92,21,8.4,0,CZK,0,"Jamara Container Truck Mercedes Benz Arocs 1:20 2,4G",405148,405148,4042774442507,,,,,0.59,331.,145.,105.,,
784,1519,1255.37,1263.77,21,8.4,0,CZK,2,"Jamara Cubic Desert Buggy 1:14 2,4GHz",410010,410010,4042774424084,,,,,0.63,317.,145.,93.,,
567,1089,900.00,903.36,21,3.36,0,CZK,1,"Jamara Gyro V2 2,4Ghz",038150,038150,4042774389284,,,,,0.06,175.,175.,40.,,
614,1139,941.32,949.72,21,8.4,0,CZK,0,"Jamara Hillriser 1:18 Crawler 4WD 2,4G yellow",410053,410053,4042774438715,,,,,0.63,317.,145.,93.,,
693,1329,1098.35,1101.71,21,3.36,0,CZK,7,"Jamara Piper J3-Cub Plane 2CH Gyro 2,4G",012302,012302,4042774449667,,,,,0.06,175.,175.,40.,,
3549,5149,4255.37,4263.77,21,8.4,0,CZK,0,"Jamara Vulcano Monstertruck 1:10 4WD NiMh 2,4G LED",053368,053368,4042774429867,,,,,0.63,317.,145.,93.,,
366,719,594.21,602.61,21,8.4,0,CZK,0,Jamara Bouncy Car Police truck with pump,460455,460455,4042774450397,,,,,0.63,317.,145.,93.,,
366,719,594.21,602.61,21,8.4,0,CZK,0,Jamara Bouncy Car Fire truck with pump,460456,460456,4042774450403,,,,,0.63,317.,145.,93.,,
1843,3369,2784.30,2792.70,21,8.4,0,CZK,0,"Jamara Barbados RC-Yacht 2,4Ghz",040670,040670,4042774450236,,,,,0.47,382.,90.,525.,,
802,1569,1296.69,1305.09,21,8.4,0,CZK,0,Jamara Land Rover Defender 1:14 green door manual,405155,405155,4042774444365,,,,,0.727,14.8,14.3,29.,,
1174,2309,1908.26,1916.66,21,8.4,0,CZK,2,"Jamara Dust Cart Mercedes Antos 1:20 2,4GHz",405079,405079,4042774427399,,,,,1.4548,16.,21.,41.,,
1613,2789,2304.96,2313.36,21,8.4,0,CZK,0,Jamara J-Rock Crawler 1:10 4WD Li-Ion,410113,410113,4042774450113,,,,,0.63,317.,145.,93.,,
1030,1884,1557.02,1565.42,21,8.4,0,CZK,0,"Jamara Heavy-Duty Crane Mercedes-Benz Arocs 1:20 2,4GHz",404950,404950,4042774416782,,,,,1.44,866.,155.,200.,,
998,1909,1577.69,1586.09,21,8.4,0,CZK,13,"Jamara Wheel Loader 440 1:20 2,4 Ghz",410005,410005,4042774419028,,,,,0.63,317.,145.,93.,,
1487,2809,2321.49,2329.89,21,8.4,0,CZK,1,Jamara Push Car Mercedes-AMG GLE 63 white 3in1,460452,460452,4042774450090,,,,,0.63,317.,145.,93.,,
761,1459,1205.79,1214.19,21,8.4,0,CZK,0,Jamara Swordfish Speedboat with LED 40Mhz,040430,040430,4042774360474,,,,,0.77,460.,142.,108.,,
227,429,354.55,362.95,21,8.4,0,CZK,0,Jamara Demolition-Hammer J-Matic Multi/Liebherr Bagger,412197,412197,4042774430214,,,,,1.06,388.,176.,211.,,
1278,2389,1974.38,1982.78,21,8.4,0,CZK,0,Jamara Push-Car Mercedes-AMG GL 63 black,460435,460435,4042774449346,,,,,0.63,317.,145.,93.,,
1032,2049,1693.39,1701.79,21,8.4,0,CZK,0,"Jamara Dump Truck 1:20 Mercedes Arocs 2,4Ghz",404940,404940,4042774416775,,,,,1.08,366.,162.,198.,,
1053,2049,1693.39,1701.79,21,8.4,0,CZK,0,"Jamara Wheel Loader Liebherr 564 1:20 2,4Ghz",405007,405007,4042774418595,,,,,0.983,15.,17.7,42.5,,
1330,2579,2131.40,2139.80,21,8.4,0,CZK,0,"Jamara HeavyDutyCrane Mercedes Liebherr1:20 2,4",405034,405034,4042774423155,,,,,1.22,400.,160.,220.,,
1409,2659,2197.52,2205.92,21,8.4,0,CZK,1,"Jamara Flat Bed Truck Mercedes Arocs 1:20 2,4G",405107,405107,4042774432959,,,,,1.44,866.,155.,200.,,
1093,2099,1734.71,1743.11,21,8.4,0,CZK,0,"Jamara Turning Tower Crane Liebherr 2,4G",405109,405109,4042774432973,,,,,0.9,750.,360.,"1,010.",,
444,879,726.45,729.81,21,3.36,0,CZK,24,"Jamara Helox 3+2 Channel Heli Gyro,Light+Demo IR",410063,410063,4042774442019,,,,,0.149,3.5,10.5,24.,,
606,1169,966.12,974.52,21,8.4,0,CZK,2,Jamara Sailing boot Atlantique 27Mhz 2CH RTR,040250,040250,4042774331221,,,,,0.4958,8.4,52.,38.,,
708,1379,1139.67,1148.07,21,8.4,0,CZK,1,Jamara BMW M3 Sport 1:14 black,403071,403071,4042774382650,,,,,0.6568,"33,114.5",10.2,33.,,
784,1519,1255.37,1263.77,21,8.4,0,CZK,11,Jamara Venezia 2 channel 40Mhz,040390,040390,4042774356569,,,,,0.6936,14.2,11.,46.,,
815,1589,1313.22,1321.62,21,8.4,0,CZK,2,Jamara Ferrari LaFerrari 1:14 red 40MHz manual door,404130,404130,4042774397753,,,,,0.6948,14.5,8.,33.7,,
708,1379,1139.67,1148.07,21,8.4,0,CZK,0,Jamara Porsche GT3 1:14 white,404311,404311,4042774360573,,,,,0.57,320.,141.,106.,,
732,1409,1164.46,1172.86,21,8.4,0,CZK,1,Jamara Lamborghini Huracán 1:14 orange,404562,404562,4042774411626,,,,,0.6,319.,162.,88.,,
1032,2049,1693.39,1701.79,21,8.4,0,CZK,0,"Jamara Concrete Mixer1:20 Mercedes Arocs 2,4Ghz",404930,404930,4042774416768,,,,,1.06,390.,150.,200.,,
708,1379,1139.67,1148.07,21,8.4,0,CZK,4,Jamara Mini Countryman 1:14 red 27MHz,405000,405000,4042774417055,,,,,0.6454,14.5,11.,29.4,,
